RANKED SIMILARITIES: 1 (converts to 0, then to 0) 
81 59 1.94123981205 (7, 5) grad
81 61 1.94123981205 (79, 68) mlfrosh
81 79 1.94123981205 (76, 65) sloan
81 92 1.94123981205 (46, 39) sloan
81 45 1.94123981205 (84, 73) sloan
81 82 1.94123981205 (83, 72) mlgrad
81 75 1.94123981205 (100, 88) 1styeargrad
81 26 1.94123981205 (63, 53) 1styeargrad
81 33 1.94123981205 (41, 35) mlstaff
81 73 1.94123981205 (70, 59) sloan
81 23 1.94123981205 (61, 51) sloan
81 49 1.94123981205 (50, 42) mlgrad
81 11 1.94757918025 (88, 76) 1styeargrad
81 66 1.94786548831 (42, 36) sloan
81 34 1.95098207934 (96, 84) mlgrad
81 36 1.95160446122 (54, 45) sloan
81 4 1.9521936406 (55, 46) sloan
81 41 1.95273553317 (0, 0) prof
81 9 1.95439414956 (0, 0) mlUrop
81 19 1.96688312402 (56, 47) sloan
81 12 1.97045928215 (97, 85) sloan
81 13 1.9704951578 (87, 75) mlstaff
81 69 1.97146382551 (28, 24) 1styeargrad
81 56 1.97284666523 (95, 83) sloan
81 60 1.97370503846 (67, 56) mlgrad
81 40 1.98198989339 (98, 86) sloan
81 51 1.98367922438 (58, 49) 1styeargrad
81 25 inf (0, 0) sloan
81 48 inf (0, 0) Germany
81 52 inf (0, 0) 
81 53 inf (43, 37) mlgrad
81 55 inf (0, 0) urop_hd
81 64 inf (66, 55) sloan
81 67 inf (0, 0) sloan
81 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 82 (converts to 83, then to 72) mlgrad
82 15 0.672953346869 (15, 13) 1styeargrad
82 47 0.744979420241 (90, 78) mlgrad
82 19 0.767771422231 (56, 47) sloan
82 4 0.77244419308 (55, 46) sloan
82 9 1.23126560022 (0, 0) mlUrop
82 78 1.28146237262 (12, 10) mlgrad
82 91 1.42969236112 (35, 30) mlgrad
82 85 1.50817359803 (6, 4) mlgrad
82 65 1.52792436474 (53, 44) mlgrad
82 5 1.55082454216 (24, 0) 
82 29 1.58285039032 (4, 2) mlgrad
82 2 1.65979769137 (29, 25) mlgrad
82 12 1.66470702014 (97, 85) sloan
82 6 1.67401986676 (3, 1) 1styeargrad
82 97 1.67405559884 (22, 19) 1styeargrad
82 27 1.67405559884 (34, 0) 
82 63 1.67405559884 (36, 31) mlgrad
82 44 1.67405559884 (0, 0) 3rdyeargrad
82 92 1.67405559884 (46, 39) sloan
82 76 1.67405559884 (82, 71) 1styeargrad
82 32 1.67405559884 (0, 0) graduated
82 58 1.67405559884 (33, 29) mlfrosh
82 83 1.67405559884 (5, 3) mlgrad
82 13 1.6847203146 (87, 75) mlstaff
82 90 1.68524581383 (13, 11) grad
82 56 1.70686825519 (95, 83) sloan
82 80 1.71422077887 (27, 23) mlgrad
82 94 1.72352507619 (10, 8) mlgrad
82 7 1.73040511336 (21, 18) 1styeargrad
82 75 1.7825902224 (100, 88) 1styeargrad
82 30 1.79274411093 (68, 57) mlgrad
82 59 1.79699768461 (7, 5) grad
82 62 1.79821195991 (104, 92) mlgrad
82 71 1.80018326791 (20, 17) 1styeargrad
82 95 1.80393944789 (9, 7) professor
82 57 1.8063584472 (23, 20) mlgrad
82 88 1.80894025241 (17, 15) mlstaff
82 89 1.81467408144 (26, 22) 1styeargrad
82 77 1.82662991632 (89, 77) sloan
82 73 1.84236108036 (70, 59) sloan
82 68 1.84296750948 (38, 33) mlfrosh
82 96 1.84640654347 (25, 21) mlgrad
82 33 1.84814110633 (41, 35) mlstaff
82 46 1.85786244298 (93, 81) sloan
82 43 1.86204171134 (101, 89) mlgrad
82 35 1.8657086024 (0, 0) sloan
82 37 1.86810217709 (94, 82) mlgrad
82 79 1.87152489869 (76, 65) sloan
82 20 1.88384115624 (74, 63) sloan
82 8 1.88470821188 (18, 0) 
82 49 1.88632183699 (50, 42) mlgrad
82 74 1.88948362644 (75, 64) mlgrad
82 45 1.89286679997 (84, 73) sloan
82 26 1.89595992649 (63, 53) 1styeargrad
82 61 1.8969973693 (79, 68) mlfrosh
82 86 1.90010334427 (8, 6) mlgrad
82 24 1.90139512569 (78, 67) mlfrosh
82 70 1.90469376557 (40, 34) mlfrosh
82 17 1.9066592809 (0, 0) 5 year media lab
82 31 1.90713596962 (0, 0) sloan
82 18 1.90862530259 (30, 26) mlgrad
82 23 1.91294676133 (61, 51) sloan
82 22 1.91340425886 (49, 41) sloan
82 42 1.91434430239 (51, 0) 
82 10 1.92420526898 (37, 32) mlgrad
82 14 1.93246746396 (16, 14) 1styeargrad
82 93 1.9338660921 (65, 54) mlgrad
82 16 1.93669818898 (102, 90) mlurop
82 28 1.93933844365 (0, 0) 6years
82 54 1.93942531984 (91, 0) mlgrad
82 3 1.93985162072 (32, 28) mlfrosh
82 81 1.94123981205 (19, 16) 1styeargrad
82 84 1.94267425566 (77, 66) sloan
82 72 1.94307020432 (81, 70) sloan
82 11 1.94757918025 (88, 76) 1styeargrad
82 66 1.94786548831 (42, 36) sloan
82 34 1.95098207934 (96, 84) mlgrad
82 36 1.95160446122 (54, 45) sloan
82 41 1.95273644418 (0, 0) prof
82 21 1.95769749601 (103, 91) mlgrad
82 50 1.96292783164 (86, 74) sloan
82 69 1.97146506374 (28, 24) 1styeargrad
82 38 1.97304592123 (52, 43) sloan
82 60 1.97370983902 (67, 56) mlgrad
82 39 1.97431528343 (60, 50) mlgrad
82 40 1.98198989339 (98, 86) sloan
82 51 1.98367922438 (58, 49) 1styeargrad
82 25 inf (0, 0) sloan
82 48 inf (0, 0) Germany
82 52 inf (0, 0) 
82 53 inf (43, 37) mlgrad
82 55 inf (0, 0) urop_hd
82 64 inf (66, 55) sloan
82 67 inf (0, 0) sloan
82 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 83 (converts to 5, then to 3) mlgrad
83 32 1.09670661993 (0, 0) graduated
83 44 1.16193642778 (0, 0) 3rdyeargrad
83 16 1.2071202885 (102, 90) mlurop
83 63 1.20875901546 (36, 31) mlgrad
83 68 1.25867944494 (38, 33) mlfrosh
83 75 1.29652735972 (100, 88) 1styeargrad
83 89 1.30691015921 (26, 22) 1styeargrad
83 76 1.31484618854 (82, 71) 1styeargrad
83 7 1.34037144309 (21, 18) 1styeargrad
83 97 1.36016563545 (22, 19) 1styeargrad
83 95 1.40605330859 (9, 7) professor
83 14 1.41922491062 (16, 14) 1styeargrad
83 8 1.44305193601 (18, 0) 
83 18 1.44577358056 (30, 26) mlgrad
83 54 1.44613537177 (91, 0) mlgrad
83 94 1.46376761433 (10, 8) mlgrad
83 73 1.47298777699 (70, 59) sloan
83 51 1.48435859017 (58, 49) 1styeargrad
83 3 1.49292916567 (32, 28) mlfrosh
83 79 1.53375039276 (76, 65) sloan
83 88 1.54580398787 (17, 15) mlstaff
83 45 1.56831608788 (84, 73) sloan
83 31 1.59260620898 (0, 0) sloan
83 41 1.60664970074 (0, 0) prof
83 27 1.61093030519 (34, 0) 
83 58 1.61093030519 (33, 29) mlfrosh
83 78 1.61093237145 (12, 10) mlgrad
83 91 1.61093501924 (35, 30) mlgrad
83 6 1.61093542544 (3, 1) 1styeargrad
83 2 1.61093542544 (29, 25) mlgrad
83 92 1.61093542544 (46, 39) sloan
83 37 1.62980584444 (94, 82) mlgrad
83 33 1.63363023801 (41, 35) mlstaff
83 69 1.65530042482 (28, 24) 1styeargrad
83 34 1.66978384471 (96, 84) mlgrad
83 40 1.6722816834 (98, 86) sloan
83 82 1.67405559884 (83, 72) mlgrad
83 15 1.68191917906 (15, 13) 1styeargrad
83 90 1.6852409933 (13, 11) grad
83 80 1.71421975202 (27, 23) mlgrad
83 47 1.74631591948 (90, 78) mlgrad
83 30 1.79274411093 (68, 57) mlgrad
83 59 1.79699768461 (7, 5) grad
83 62 1.79821195991 (104, 92) mlgrad
83 71 1.80017211628 (20, 17) 1styeargrad
83 35 1.80109981469 (0, 0) sloan
83 57 1.80635504091 (23, 20) mlgrad
83 20 1.82387765812 (74, 63) sloan
83 77 1.82662866876 (89, 77) sloan
83 72 1.83195005348 (81, 70) sloan
83 96 1.84640531394 (25, 21) mlgrad
83 46 1.85786244298 (93, 81) sloan
83 43 1.86204124697 (101, 89) mlgrad
83 65 1.87224833008 (53, 44) mlgrad
83 49 1.88631238423 (50, 42) mlgrad
83 29 1.88668876658 (4, 2) mlgrad
83 74 1.88948346954 (75, 64) mlgrad
83 85 1.89408025537 (6, 4) mlgrad
83 26 1.89595992649 (63, 53) 1styeargrad
83 61 1.8969973693 (79, 68) mlfrosh
83 86 1.90010059746 (8, 6) mlgrad
83 24 1.90132304839 (78, 67) mlfrosh
83 70 1.90469376557 (40, 34) mlfrosh
83 12 1.90511685432 (97, 85) sloan
83 17 1.90665416065 (0, 0) 5 year media lab
83 23 1.91294676133 (61, 51) sloan
83 22 1.91340425886 (49, 41) sloan
83 42 1.91434430239 (51, 0) 
83 10 1.92420134686 (37, 32) mlgrad
83 5 1.92917841535 (24, 0) 
83 93 1.9338660921 (65, 54) mlgrad
83 28 1.93933844365 (0, 0) 6years
83 81 1.94123469181 (19, 16) 1styeargrad
83 84 1.94266913542 (77, 66) sloan
83 66 1.9457509875 (42, 36) sloan
83 11 1.94757918025 (88, 76) 1styeargrad
83 36 1.95160446122 (54, 45) sloan
83 4 1.9521936406 (55, 46) sloan
83 9 1.95439414956 (0, 0) mlUrop
83 21 1.95769749601 (103, 91) mlgrad
83 50 1.96292704085 (86, 74) sloan
83 19 1.96688312402 (56, 47) sloan
83 13 1.9704951578 (87, 75) mlstaff
83 56 1.97284666523 (95, 83) sloan
83 38 1.97304592123 (52, 43) sloan
83 60 1.97370503846 (67, 56) mlgrad
83 39 1.97431528343 (60, 50) mlgrad
83 25 inf (0, 0) sloan
83 48 inf (0, 0) Germany
83 52 inf (0, 0) 
83 53 inf (43, 37) mlgrad
83 55 inf (0, 0) urop_hd
83 64 inf (66, 55) sloan
83 67 inf (0, 0) sloan
83 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 84 (converts to 77, then to 66) sloan
84 21 1.29431797501 (103, 91) mlgrad
84 38 1.39151172363 (52, 43) sloan
84 50 1.42505157885 (86, 74) sloan
84 96 1.45965752784 (25, 21) mlgrad
84 72 1.47273470858 (81, 70) sloan
84 62 1.47330808466 (104, 92) mlgrad
84 81 1.4932904246 (19, 16) 1styeargrad
84 42 1.50983575997 (51, 0) 
84 86 1.52238607906 (8, 6) mlgrad
84 57 1.54695472885 (23, 20) mlgrad
84 39 1.54878404979 (60, 50) mlgrad
84 10 1.56857019021 (37, 32) mlgrad
84 43 1.59313997864 (101, 89) mlgrad
84 74 1.62924773733 (75, 64) mlgrad
84 30 1.63379182534 (68, 57) mlgrad
84 28 1.63510403861 (0, 0) 6years
84 35 1.63655072058 (0, 0) sloan
84 80 1.6535819549 (27, 23) mlgrad
84 90 1.75117775997 (13, 11) grad
84 37 1.79133091124 (94, 82) mlgrad
84 71 1.94084760797 (20, 17) 1styeargrad
84 17 1.94170270867 (0, 0) 5 year media lab
84 46 1.94246337523 (93, 81) sloan
84 32 1.9426520383 (0, 0) graduated
84 58 1.94265262684 (33, 29) mlfrosh
84 76 1.94265843224 (82, 71) 1styeargrad
84 14 1.94266442487 (16, 14) 1styeargrad
84 27 1.94266448285 (34, 0) 
84 65 1.94266625106 (53, 44) mlgrad
84 29 1.94266706007 (4, 2) mlgrad
84 24 1.94266716364 (78, 67) mlfrosh
84 7 1.94266855943 (21, 18) 1styeargrad
84 5 1.9426685725 (24, 0) 
84 3 1.9426691048 (32, 28) mlfrosh
84 83 1.94266913542 (5, 3) mlgrad
84 88 1.94266954496 (17, 15) mlstaff
84 18 1.94267033551 (30, 26) mlgrad
84 68 1.94267058802 (38, 33) mlfrosh
84 89 1.94267086508 (26, 22) 1styeargrad
84 78 1.94267120167 (12, 10) mlgrad
84 95 1.9426717855 (9, 7) professor
84 94 1.94267197827 (10, 8) mlgrad
84 63 1.94267245241 (36, 31) mlgrad
84 16 1.94267293157 (102, 90) mlurop
84 15 1.94267295142 (15, 13) 1styeargrad
84 77 1.9426730081 (89, 77) sloan
84 97 1.94267316943 (22, 19) 1styeargrad
84 8 1.94267342775 (18, 0) 
84 20 1.94267373274 (74, 63) sloan
84 91 1.94267384946 (35, 30) mlgrad
84 85 1.94267425566 (6, 4) mlgrad
84 47 1.94267425566 (90, 78) mlgrad
84 54 1.94267425566 (91, 0) mlgrad
84 22 1.94267425566 (49, 41) sloan
84 93 1.94267425566 (65, 54) mlgrad
84 31 1.94267425566 (0, 0) sloan
84 44 1.94267425566 (0, 0) 3rdyeargrad
84 6 1.94267425566 (3, 1) 1styeargrad
84 70 1.94267425566 (40, 34) mlfrosh
84 59 1.94267425566 (7, 5) grad
84 79 1.94267425566 (76, 65) sloan
84 2 1.94267425566 (29, 25) mlgrad
84 61 1.94267425566 (79, 68) mlfrosh
84 92 1.94267425566 (46, 39) sloan
84 82 1.94267425566 (83, 72) mlgrad
84 75 1.94267425566 (100, 88) 1styeargrad
84 26 1.94267425566 (63, 53) 1styeargrad
84 33 1.94267425566 (41, 35) mlstaff
84 45 1.94267425566 (84, 73) sloan
84 73 1.94267425566 (70, 59) sloan
84 23 1.94267425566 (61, 51) sloan
84 49 1.94267425566 (50, 42) mlgrad
84 11 1.94757918025 (88, 76) 1styeargrad
84 66 1.94786548831 (42, 36) sloan
84 34 1.95098207934 (96, 84) mlgrad
84 36 1.95160446122 (54, 45) sloan
84 4 1.9521936406 (55, 46) sloan
84 41 1.95273553317 (0, 0) prof
84 9 1.95439414956 (0, 0) mlUrop
84 19 1.96688312402 (56, 47) sloan
84 12 1.97045928215 (97, 85) sloan
84 13 1.9704951578 (87, 75) mlstaff
84 69 1.97146382551 (28, 24) 1styeargrad
84 56 1.97284666523 (95, 83) sloan
84 60 1.97370503846 (67, 56) mlgrad
84 40 1.98198989339 (98, 86) sloan
84 51 1.98367922438 (58, 49) 1styeargrad
84 25 inf (0, 0) sloan
84 48 inf (0, 0) Germany
84 52 inf (0, 0) 
84 53 inf (43, 37) mlgrad
84 55 inf (0, 0) urop_hd
84 64 inf (66, 55) sloan
84 67 inf (0, 0) sloan
84 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 85 (converts to 6, then to 4) mlgrad
85 65 1.29030676118 (53, 44) mlgrad
85 29 1.29141172332 (4, 2) mlgrad
85 9 1.36530627858 (0, 0) mlUrop
85 5 1.37695569969 (24, 0) 
85 78 1.41292887497 (12, 10) mlgrad
85 56 1.44065719649 (95, 83) sloan
85 4 1.46217703122 (55, 46) sloan
85 19 1.47145911715 (56, 47) sloan
85 82 1.50817359803 (83, 72) mlgrad
85 13 1.535779653 (87, 75) mlstaff
85 12 1.57541868155 (97, 85) sloan
85 91 1.59500895489 (35, 30) mlgrad
85 15 1.59911075067 (15, 13) 1styeargrad
85 47 1.70750053339 (90, 78) mlgrad
85 2 1.77326917789 (29, 25) mlgrad
85 6 1.89402383029 (3, 1) 1styeargrad
85 8 1.8940247851 (18, 0) 
85 71 1.89406409479 (20, 17) 1styeargrad
85 35 1.89406409479 (0, 0) sloan
85 97 1.89406409479 (22, 19) 1styeargrad
85 27 1.89406409479 (34, 0) 
85 20 1.89406409479 (74, 63) sloan
85 46 1.89406409479 (93, 81) sloan
85 92 1.89406409479 (46, 39) sloan
85 59 1.89406409479 (7, 5) grad
85 77 1.89406409479 (89, 77) sloan
85 80 1.89406409479 (27, 23) mlgrad
85 49 1.89406409479 (50, 42) mlgrad
85 58 1.89406409479 (33, 29) mlfrosh
85 89 1.89406875123 (26, 22) 1styeargrad
85 94 1.89406875123 (10, 8) mlgrad
85 76 1.89406875123 (82, 71) 1styeargrad
85 7 1.89408025537 (21, 18) 1styeargrad
85 95 1.89408025537 (9, 7) professor
85 68 1.89408025537 (38, 33) mlfrosh
85 90 1.89408025537 (13, 11) grad
85 43 1.89408025537 (101, 89) mlgrad
85 63 1.89408025537 (36, 31) mlgrad
85 62 1.89408025537 (104, 92) mlgrad
85 44 1.89408025537 (0, 0) 3rdyeargrad
85 96 1.89408025537 (25, 21) mlgrad
85 37 1.89408025537 (94, 82) mlgrad
85 45 1.89408025537 (84, 73) sloan
85 57 1.89408025537 (23, 20) mlgrad
85 79 1.89408025537 (76, 65) sloan
85 30 1.89408025537 (68, 57) mlgrad
85 88 1.89408025537 (17, 15) mlstaff
85 32 1.89408025537 (0, 0) graduated
85 75 1.89408025537 (100, 88) 1styeargrad
85 33 1.89408025537 (41, 35) mlstaff
85 73 1.89408025537 (70, 59) sloan
85 83 1.89408025537 (5, 3) mlgrad
85 74 1.89408025537 (75, 64) mlgrad
85 26 1.8959437659 (63, 53) 1styeargrad
85 61 1.89698120872 (79, 68) mlfrosh
85 86 1.90010334427 (8, 6) mlgrad
85 24 1.9013789651 (78, 67) mlfrosh
85 70 1.90467760499 (40, 34) mlfrosh
85 17 1.90664312032 (0, 0) 5 year media lab
85 31 1.90713596962 (0, 0) sloan
85 18 1.90862530259 (30, 26) mlgrad
85 23 1.91293060075 (61, 51) sloan
85 22 1.91338809828 (49, 41) sloan
85 42 1.91434430239 (51, 0) 
85 10 1.92420526898 (37, 32) mlgrad
85 14 1.93246746396 (16, 14) 1styeargrad
85 93 1.93384993152 (65, 54) mlgrad
85 16 1.93669818898 (102, 90) mlurop
85 28 1.93933844365 (0, 0) 6years
85 54 1.93942531984 (91, 0) mlgrad
85 3 1.93983546014 (32, 28) mlfrosh
85 81 1.94123981205 (19, 16) 1styeargrad
85 84 1.94267425566 (77, 66) sloan
85 72 1.94307020432 (81, 70) sloan
85 11 1.94756301967 (88, 76) 1styeargrad
85 66 1.94784932772 (42, 36) sloan
85 34 1.95098207934 (96, 84) mlgrad
85 36 1.95158830064 (54, 45) sloan
85 41 1.95273644418 (0, 0) prof
85 21 1.95769749601 (103, 91) mlgrad
85 50 1.96292783164 (86, 74) sloan
85 69 1.9714535596 (28, 24) 1styeargrad
85 38 1.97304592123 (52, 43) sloan
85 60 1.97369367844 (67, 56) mlgrad
85 39 1.97431528343 (60, 50) mlgrad
85 40 1.98197373281 (98, 86) sloan
85 51 1.98367922438 (58, 49) 1styeargrad
85 25 inf (0, 0) sloan
85 48 inf (0, 0) Germany
85 52 inf (0, 0) 
85 53 inf (43, 37) mlgrad
85 55 inf (0, 0) urop_hd
85 64 inf (66, 55) sloan
85 67 inf (0, 0) sloan
85 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 86 (converts to 8, then to 6) mlgrad
86 57 1.23618141204 (23, 20) mlgrad
86 96 1.34406453972 (25, 21) mlgrad
86 74 1.35995427472 (75, 64) mlgrad
86 81 1.40368388381 (19, 16) 1styeargrad
86 10 1.40791419552 (37, 32) mlgrad
86 21 1.40839504929 (103, 91) mlgrad
86 30 1.40938437182 (68, 57) mlgrad
86 38 1.43039762676 (52, 43) sloan
86 28 1.43455856784 (0, 0) 6years
86 39 1.46826347379 (60, 50) mlgrad
86 43 1.51075670325 (101, 89) mlgrad
86 84 1.52238607906 (77, 66) sloan
86 62 1.54174381404 (104, 92) mlgrad
86 50 1.54899030045 (86, 74) sloan
86 42 1.56049267819 (51, 0) 
86 80 1.60808609216 (27, 23) mlgrad
86 72 1.63639106154 (81, 70) sloan
86 35 1.67449218559 (0, 0) sloan
86 37 1.76085541785 (94, 82) mlgrad
86 90 1.76239926423 (13, 11) grad
86 71 1.89828644335 (20, 17) 1styeargrad
86 46 1.89989246384 (93, 81) sloan
86 78 1.90010059746 (12, 10) mlgrad
86 7 1.90010059746 (21, 18) 1styeargrad
86 68 1.90010059746 (38, 33) mlfrosh
86 29 1.90010059746 (4, 2) mlgrad
86 27 1.90010059746 (34, 0) 
86 65 1.90010059746 (53, 44) mlgrad
86 89 1.90010059746 (26, 22) 1styeargrad
86 88 1.90010059746 (17, 15) mlstaff
86 76 1.90010059746 (82, 71) 1styeargrad
86 32 1.90010059746 (0, 0) graduated
86 58 1.90010059746 (33, 29) mlfrosh
86 83 1.90010059746 (5, 3) mlgrad
86 95 1.90010087411 (9, 7) professor
86 94 1.90010106688 (10, 8) mlgrad
86 63 1.90010154102 (36, 31) mlgrad
86 15 1.90010204003 (15, 13) 1styeargrad
86 77 1.90010209671 (89, 77) sloan
86 97 1.90010225804 (22, 19) 1styeargrad
86 8 1.90010251636 (18, 0) 
86 20 1.90010282135 (74, 63) sloan
86 91 1.90010293807 (35, 30) mlgrad
86 85 1.90010334427 (6, 4) mlgrad
86 47 1.90010334427 (90, 78) mlgrad
86 2 1.90010334427 (29, 25) mlgrad
86 6 1.90010334427 (3, 1) 1styeargrad
86 44 1.90010334427 (0, 0) 3rdyeargrad
86 59 1.90010334427 (7, 5) grad
86 79 1.90010334427 (76, 65) sloan
86 82 1.90010334427 (83, 72) mlgrad
86 61 1.90010334427 (79, 68) mlfrosh
86 92 1.90010334427 (46, 39) sloan
86 45 1.90010334427 (84, 73) sloan
86 75 1.90010334427 (100, 88) 1styeargrad
86 26 1.90010334427 (63, 53) 1styeargrad
86 33 1.90010334427 (41, 35) mlstaff
86 73 1.90010334427 (70, 59) sloan
86 49 1.90010334427 (50, 42) mlgrad
86 24 1.90139237887 (78, 67) mlfrosh
86 70 1.90469376557 (40, 34) mlfrosh
86 17 1.90665653409 (0, 0) 5 year media lab
86 31 1.90713596962 (0, 0) sloan
86 18 1.90862255577 (30, 26) mlgrad
86 23 1.91294676133 (61, 51) sloan
86 22 1.91340425886 (49, 41) sloan
86 5 1.92918078878 (24, 0) 
86 14 1.93246471715 (16, 14) 1styeargrad
86 93 1.9338660921 (65, 54) mlgrad
86 16 1.93669686488 (102, 90) mlurop
86 54 1.93942531984 (91, 0) mlgrad
86 3 1.93984887391 (32, 28) mlfrosh
86 11 1.94757918025 (88, 76) 1styeargrad
86 66 1.94786548831 (42, 36) sloan
86 34 1.95098207934 (96, 84) mlgrad
86 36 1.95160446122 (54, 45) sloan
86 4 1.9521936406 (55, 46) sloan
86 41 1.95273553317 (0, 0) prof
86 9 1.95439414956 (0, 0) mlUrop
86 19 1.96688312402 (56, 47) sloan
86 12 1.97045928215 (97, 85) sloan
86 13 1.9704951578 (87, 75) mlstaff
86 69 1.97146382551 (28, 24) 1styeargrad
86 56 1.97284666523 (95, 83) sloan
86 60 1.97370709221 (67, 56) mlgrad
86 40 1.98198989339 (98, 86) sloan
86 51 1.98367922438 (58, 49) 1styeargrad
86 25 inf (0, 0) sloan
86 48 inf (0, 0) Germany
86 52 inf (0, 0) 
86 53 inf (43, 37) mlgrad
86 55 inf (0, 0) urop_hd
86 64 inf (66, 55) sloan
86 67 inf (0, 0) sloan
86 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 87 (converts to 92, then to 80) mlgrad
RANKED SIMILARITIES: 88 (converts to 17, then to 15) mlstaff
88 35 1.47631003071 (0, 0) sloan
88 44 1.49711305938 (0, 0) 3rdyeargrad
88 89 1.51745477372 (26, 22) 1styeargrad
88 73 1.52348108446 (70, 59) sloan
88 68 1.52793360036 (38, 33) mlfrosh
88 83 1.54580398787 (5, 3) mlgrad
88 7 1.56664785997 (21, 18) 1styeargrad
88 75 1.56956346452 (100, 88) 1styeargrad
88 97 1.57038817943 (22, 19) 1styeargrad
88 32 1.57300794523 (0, 0) graduated
88 31 1.57848373561 (0, 0) sloan
88 95 1.58143943013 (9, 7) professor
88 79 1.58449296694 (76, 65) sloan
88 63 1.58860223347 (36, 31) mlgrad
88 8 1.60051854142 (18, 0) 
88 45 1.60597558632 (84, 73) sloan
88 33 1.61963658839 (41, 35) mlstaff
88 14 1.63123621808 (16, 14) 1styeargrad
88 3 1.63406143716 (32, 28) mlfrosh
88 76 1.65791246313 (82, 71) 1styeargrad
88 94 1.66243404576 (10, 8) mlgrad
88 51 1.68122968174 (58, 49) 1styeargrad
88 54 1.68486757463 (91, 0) mlgrad
88 18 1.68492069337 (30, 26) mlgrad
88 16 1.69350267146 (102, 90) mlurop
88 37 1.69441493423 (94, 82) mlgrad
88 40 1.73122843406 (98, 86) sloan
88 34 1.73498201339 (96, 84) mlgrad
88 41 1.74903761113 (0, 0) prof
88 69 1.76511016851 (28, 24) 1styeargrad
88 27 1.80893554171 (34, 0) 
88 71 1.80893554171 (20, 17) 1styeargrad
88 90 1.80893554171 (13, 11) grad
88 58 1.80893554171 (33, 29) mlfrosh
88 57 1.80893684612 (23, 20) mlgrad
88 78 1.80893719842 (12, 10) mlgrad
88 15 1.80893894816 (15, 13) 1styeargrad
88 80 1.80893922557 (27, 23) mlgrad
88 91 1.8089398462 (35, 30) mlgrad
88 59 1.80894025241 (7, 5) grad
88 6 1.80894025241 (3, 1) 1styeargrad
88 92 1.80894025241 (46, 39) sloan
88 2 1.80894025241 (29, 25) mlgrad
88 47 1.80894025241 (90, 78) mlgrad
88 62 1.80894025241 (104, 92) mlgrad
88 30 1.80894025241 (68, 57) mlgrad
88 82 1.80894025241 (83, 72) mlgrad
88 20 1.82438433794 (74, 63) sloan
88 77 1.82662866876 (89, 77) sloan
88 96 1.84640531394 (25, 21) mlgrad
88 46 1.85786244298 (93, 81) sloan
88 43 1.86204124697 (101, 89) mlgrad
88 65 1.87224873963 (53, 44) mlgrad
88 72 1.88048304407 (81, 70) sloan
88 49 1.88632183699 (50, 42) mlgrad
88 29 1.88668917613 (4, 2) mlgrad
88 74 1.88948346954 (75, 64) mlgrad
88 85 1.89408025537 (6, 4) mlgrad
88 26 1.89595992649 (63, 53) 1styeargrad
88 61 1.8969973693 (79, 68) mlfrosh
88 86 1.90010059746 (8, 6) mlgrad
88 24 1.90138243646 (78, 67) mlfrosh
88 70 1.90469376557 (40, 34) mlfrosh
88 17 1.90648790909 (0, 0) 5 year media lab
88 12 1.91016249113 (97, 85) sloan
88 23 1.91294676133 (61, 51) sloan
88 22 1.91340425886 (49, 41) sloan
88 42 1.91434430239 (51, 0) 
88 10 1.92420134686 (37, 32) mlgrad
88 5 1.9291788249 (24, 0) 
88 93 1.9338660921 (65, 54) mlgrad
88 28 1.93933844365 (0, 0) 6years
88 81 1.94123510135 (19, 16) 1styeargrad
88 84 1.94266954496 (77, 66) sloan
88 66 1.94705408469 (42, 36) sloan
88 11 1.94757918025 (88, 76) 1styeargrad
88 36 1.95160446122 (54, 45) sloan
88 4 1.9521936406 (55, 46) sloan
88 9 1.95439414956 (0, 0) mlUrop
88 21 1.95769749601 (103, 91) mlgrad
88 50 1.96292704085 (86, 74) sloan
88 19 1.96688312402 (56, 47) sloan
88 13 1.9704951578 (87, 75) mlstaff
88 56 1.97284666523 (95, 83) sloan
88 38 1.97304592123 (52, 43) sloan
88 60 1.97370512832 (67, 56) mlgrad
88 39 1.97431528343 (60, 50) mlgrad
88 25 inf (0, 0) sloan
88 48 inf (0, 0) Germany
88 52 inf (0, 0) 
88 53 inf (43, 37) mlgrad
88 55 inf (0, 0) urop_hd
88 64 inf (66, 55) sloan
88 67 inf (0, 0) sloan
88 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 89 (converts to 26, then to 22) 1styeargrad
89 32 0.804063727589 (0, 0) graduated
89 68 0.923025252482 (38, 33) mlfrosh
89 63 0.981342244922 (36, 31) mlgrad
89 3 1.01699671019 (32, 28) mlfrosh
89 94 1.03749794472 (10, 8) mlgrad
89 69 1.11009304137 (28, 24) 1styeargrad
89 44 1.13072365601 (0, 0) 3rdyeargrad
89 8 1.18078088659 (18, 0) 
89 14 1.22829323337 (16, 14) 1styeargrad
89 54 1.27351993099 (91, 0) mlgrad
89 18 1.27558492671 (30, 26) mlgrad
89 83 1.30691015921 (5, 3) mlgrad
89 51 1.30980881594 (58, 49) 1styeargrad
89 7 1.33386217009 (21, 18) 1styeargrad
89 75 1.35917593187 (100, 88) 1styeargrad
89 16 1.36692393015 (102, 90) mlurop
